DATE_FROM;DATE_TO;TYPE_OF_RESERVES;PRODUCT;OFFERED_CAPACITY_PRICE_[EUR/MW];OFFERED_CAPACITY_[MW];ALLOCATED_CAPACITY_[MW];COUNTRY;SETTLEMENTCAPACITY_PRICE_[EUR/MW];NOTE
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;11,66;7;7;DE;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;11,88;7;7;FR;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;12,40;2;2;AT;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;12,50;8;8;DE;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;12,50;8;8;DE;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;12,54;1;1;NL;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;12,56;11;11;NL;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;12,60;7;7;FR;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;13,32;7;7;FR;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;13,33;7;7;DE;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;13,60;2;2;AT;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;14,99;7;7;DE;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;15,00;5;5;DE;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;15,00;8;8;DE;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;15,00;8;8;DE;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;15,16;7;7;FR;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;16,00;2;2;CZ;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;17,20;2;2;AT;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;17,44;7;7;FR;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;18,40;8;8;DE;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;18,40;40;40;DE;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;19,66;1;1;BE;68,20;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;19,72;7;7;FR;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;20,88;7;7;FR;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;20,96;7;7;FR;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;21,04;7;7;FR;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;21,12;7;7;FR;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;21,20;7;7;FR;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;21,28;7;7;FR;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;21,36;7;7;FR;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;21,44;7;7;FR;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;21,52;7;7;FR;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;21,60;7;7;FR;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;22,00;7;7;FR;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;24,32;7;7;FR;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;26,88;7;7;FR;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;29,21;1;1;BE;68,20;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;29,68;7;7;FR;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;30,00;5;5;AT;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;32,00;2;2;CH;180,00;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;32,00;5;5;CZ;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;32,40;2;2;CZ;47,46;INDIVISIBLE
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;32,52;7;7;FR;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;32,80;2;2;CZ;47,46;INDIVISIBLE
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;35,32;7;7;FR;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;36,28;1;1;BE;68,20;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;37,68;1;1;BE;68,20;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;38,12;7;7;FR;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;38,56;1;1;BE;68,20;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;40,00;11;11;NL;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;40,32;4;4;DK;47,46;INDIVISIBLE
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;40,48;1;1;AT;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;40,48;1;1;AT;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;40,84;1;1;BE;68,20;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;40,92;7;7;FR;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;41,38;1;1;FR;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;43,12;1;1;BE;68,20;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;43,76;7;7;FR;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;44,00;3;3;NL;47,46;INDIVISIBLE
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;45,06;1;1;DE;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;45,06;1;1;DE;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;45,40;1;1;BE;68,20;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;45,83;1;1;DE;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;46,16;1;1;DE;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;46,56;7;7;FR;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;46,59;1;1;DE;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;47,26;1;1;DE;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;47,36;1;1;DE;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;47,46;5;5;DE;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;47,46;10;10;DE;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;47,46;26;26;DE;47,46;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;47,68;1;1;BE;68,20;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;48,76;1;1;BE;68,20;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;49,96;1;1;BE;68,20;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;52,24;1;1;BE;68,20;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;53,73;1;1;BE;68,20;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;54,52;1;1;BE;68,20;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;55,90;1;1;BE;68,20;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;56,80;1;1;BE;68,20;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;59,08;1;1;BE;68,20;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;61,36;1;1;BE;68,20;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;63,64;1;1;BE;68,20;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;65,92;1;1;BE;68,20;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;68,20;1;1;BE;68,20;
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;80,00;5;5;CH;180,00;INDIVISIBLE
12/03/2025;12/03/2025;FCR;NEGPOS_04_08;180,00;12;12;CH;180,00;INDIVISIBLE
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;0,00;2;2;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;0,00;1;1;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;0,00;1;1;NL;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;0,00;1;1;NL;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;0,00;8;8;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;0,00;5;5;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;0,00;1;1;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;0,00;2;2;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;0,00;9;9;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;0,00;1;1;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;0,00;12;12;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;0,00;1;1;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;0,00;1;1;BE;62,32;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;0,00;1;1;NL;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;0,00;2;2;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;0,00;10;10;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;0,00;10;10;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;0,00;6;6;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;0,00;31;31;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;0,00;2;2;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;0,00;1;1;BE;62,32;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;0,00;1;1;BE;62,32;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;0,00;1;1;BE;62,32;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;0,00;1;1;BE;62,32;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;0,00;20;20;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;0,00;62;62;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;0,00;3;3;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;0,00;2;2;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;0,04;15;15;CZ;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;0,20;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;0,36;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;0,40;5;5;CZ;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;0,50;19;19;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;0,56;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;0,76;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;0,92;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;1,00;1;1;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;1,00;6;6;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;1,00;2;2;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;1,00;1;1;DK;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;1,00;15;15;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;1,00;20;20;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;1,00;3;3;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;1,00;1;1;AT;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;1,00;1;1;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;1,00;2;2;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;1,00;1;1;AT;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;1,00;1;1;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;1,00;1;1;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;1,00;1;1;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;1,00;1;1;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;1,00;1;1;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;1,00;1;1;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;1,00;1;1;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;1,00;1;1;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;1,00;1;1;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;1,00;1;1;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;1,00;1;1;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;1,00;1;1;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;1,00;1;1;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;1,00;1;1;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;1,00;1;1;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;1,00;1;1;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;1,00;1;1;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;1,00;1;1;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;1,00;1;1;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;1,00;1;1;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;1,00;1;1;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;1,00;1;1;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;1,00;1;1;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;1,12;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;1,28;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;1,48;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;1,50;6;6;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;1,56;18;18;CZ;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;1,68;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;1,84;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;2,00;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;2,00;2;2;CH;146,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;2,00;14;14;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;2,00;10;10;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;2,04;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;2,04;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;2,08;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;2,12;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;2,16;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;2,20;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;2,24;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;2,24;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;2,28;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;2,32;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;2,36;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;2,40;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;2,40;3;3;CZ;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;2,40;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;2,44;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;2,48;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;2,50;2;2;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;2,52;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;2,56;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;2,60;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;2,60;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;2,68;4;4;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;2,80;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;2,96;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;3,00;10;10;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;3,00;10;10;NL;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;3,16;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;3,18;15;15;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;3,32;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;3,33;15;15;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;3,36;14;14;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;3,38;15;15;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;3,46;15;15;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;3,52;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;3,60;5;5;AT;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;3,72;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;3,88;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;4,00;8;8;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;4,00;2;2;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;4,00;23;23;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;4,00;3;3;CZ;40,00;INDIVISIBLE
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;4,00;12;12;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;4,00;5;5;AT;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;4,00;5;5;CZ;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;4,40;5;5;AT;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;4,52;8;8;CZ;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;4,80;1;1;AT;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;5,00;5;5;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;5,00;7;7;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;5,00;10;10;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;5,00;9;9;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;5,00;4;4;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;5,00;15;15;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;5,00;2;2;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;5,00;2;2;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;5,23;2;2;NL;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;5,55;3;3;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;6,00;4;4;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;6,50;20;20;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;6,80;5;5;AT;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;7,00;3;3;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;7,00;5;5;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;7,20;5;5;AT;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;7,28;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;7,37;11;11;NL;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;7,60;2;2;AT;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;7,70;4;4;AT;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;8,00;5;5;AT;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;8,40;4;4;AT;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;9,33;1;1;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;9,33;1;1;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;9,70;1;1;NL;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;10,00;2;2;CH;146,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;10,00;5;5;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;10,00;5;5;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;10,00;8;8;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;10,00;3;3;NL;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;10,00;5;5;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;10,00;2;2;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;10,00;7;7;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;10,00;3;3;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;10,00;1;1;CH;146,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;10,00;4;4;AT;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;10,26;1;1;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;10,28;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;10,40;5;5;AT;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;10,80;5;5;AT;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;11,00;20;20;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;11,08;3;3;NL;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;11,20;2;2;AT;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;11,47;3;3;NL;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;11,66;7;7;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;11,84;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;12,40;2;2;AT;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;12,50;8;8;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;13,33;7;7;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;13,40;1;1;BE;62,32;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;13,40;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;13,60;2;2;AT;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;14,96;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;14,99;7;7;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;15,00;8;8;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;15,00;5;5;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;16,00;2;2;CZ;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;16,56;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;17,20;2;2;AT;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;18,12;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;18,40;8;8;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;18,40;40;40;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;19,68;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;20,91;1;1;BE;62,32;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;20,92;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;22,20;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;23,44;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;24,68;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;25,00;1;1;DE;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;25,96;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;27,20;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;28,00;2;2;CH;146,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;28,44;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;28,60;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;28,68;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;28,76;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;28,84;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;28,92;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;29,00;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;29,08;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;29,16;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;29,24;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;29,32;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;29,72;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;30,96;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;32,00;5;5;CZ;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;32,20;7;7;FR;40,00;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;32,40;2;2;CZ;40,00;INDIVISIBLE
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;32,80;2;2;CZ;40,00;INDIVISIBLE
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;32,80;1;1;BE;62,32;
12/03/2025;12/03/2025;FCR;NEGPOS_08_12;33,20;1;1;BE;62,32;
