DATE_FROM;DATE_TO;TYPE_OF_RESERVES;PRODUCT;OFFERED_CAPACITY_PRICE_[EUR/MW];OFFERED_CAPACITY_[MW];ALLOCATED_CAPACITY_[MW];COUNTRY;SETTLEMENTCAPACITY_PRICE_[EUR/MW];NOTE
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;0,00;2;2;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;0,00;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;0,00;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;0,00;6;6;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;0,00;1;1;NL;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;0,00;1;1;NL;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;0,00;1;1;NL;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;0,00;1;1;BE;57,53;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;0,00;1;1;BE;57,53;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;0,00;1;1;BE;57,53;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;0,00;1;1;BE;57,53;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;0,00;10;10;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;0,00;10;10;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;0,00;9;9;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;0,00;5;5;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;0,00;5;5;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;0,00;4;4;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;0,00;8;8;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;0,00;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;0,00;11;11;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;0,00;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;0,00;4;4;AT;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;0,00;3;3;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;0,00;62;62;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;0,00;2;2;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;0,00;1;1;BE;57,53;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;0,00;12;12;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;0,01;2;2;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;0,04;15;15;CZ;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;0,20;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;0,25;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;0,25;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;0,25;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;0,36;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;0,40;5;5;CZ;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;0,50;18;18;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;0,56;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;0,76;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;0,96;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,00;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,00;2;2;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,00;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,00;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,00;3;3;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,00;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,00;1;1;DK;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,00;20;20;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,00;15;15;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,00;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,00;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,00;4;4;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,00;1;1;AT;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,00;1;1;AT;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,00;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,00;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,00;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,00;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,00;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,00;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,00;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,00;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,00;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,00;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,00;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,00;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,00;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,00;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,00;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,00;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,00;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,00;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,00;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,00;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,00;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,00;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,00;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,00;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,00;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,00;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,00;2;2;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,12;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,32;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,50;6;6;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,52;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,56;18;18;CZ;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,72;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;1,88;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;2,00;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;2,00;14;14;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;2,00;2;2;CH;82,10;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;2,00;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;2,00;10;10;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;2,04;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;2,08;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;2,08;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;2,12;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;2,16;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;2,20;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;2,24;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;2,28;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;2,28;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;2,30;20;20;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;2,32;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;2,36;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;2,40;3;3;CZ;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;2,40;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;2,44;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;2,48;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;2,48;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;2,50;2;2;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;2,64;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;2,68;8;8;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;2,84;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;3,00;10;10;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;3,00;10;10;NL;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;3,00;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;3,04;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;3,04;15;15;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;3,19;15;15;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;3,24;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;3,33;15;15;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;3,40;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;3,50;15;15;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;3,57;15;15;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;3,60;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;3,60;5;5;AT;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;3,79;15;15;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;3,80;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;3,82;15;15;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;4,00;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;4,00;5;5;AT;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;4,00;5;5;CZ;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;4,00;23;23;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;4,00;8;8;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;4,00;3;3;CZ;13,60;INDIVISIBLE
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;4,00;1;1;NL;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;4,16;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;4,36;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;4,40;5;5;AT;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;4,52;8;8;CZ;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;4,56;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;4,76;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;4,80;1;1;AT;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;4,92;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;5,00;7;7;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;5,00;2;2;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;5,00;7;7;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;5,00;4;4;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;5,00;15;15;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;5,00;10;10;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;5,00;2;2;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;5,00;9;9;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;5,12;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;5,23;2;2;NL;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;5,32;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;5,52;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;5,55;3;3;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;5,68;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;5,88;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;6,00;4;4;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;6,08;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;6,28;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;6,44;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;6,50;20;20;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;6,64;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;6,80;5;5;AT;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;6,84;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;7,00;3;3;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;7,00;5;5;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;7,00;5;5;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;7,04;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;7,20;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;7,20;5;5;AT;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;7,40;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;7,60;2;2;AT;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;7,60;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;7,80;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;7,90;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;8,00;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;8,00;1;1;AT;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;8,00;2;2;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;8,06;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;8,22;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;8,25;4;4;NL;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;8,38;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;8,40;4;4;AT;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;8,49;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;8,49;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;8,54;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;8,59;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;8,65;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;8,70;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;8,70;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;8,81;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;8,81;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;8,86;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;8,92;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;8,97;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;8,99;7;7;NL;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;9,02;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;9,03;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;9,14;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;9,14;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;9,18;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;9,20;4;4;AT;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;9,24;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;9,30;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;9,33;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;9,33;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;9,34;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;9,35;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;9,46;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;9,46;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;9,50;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;9,57;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;9,62;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;9,66;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;9,68;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;9,78;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;9,78;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;9,82;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;9,89;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;9,90;15;15;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;9,95;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;9,98;7;7;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;10,00;2;2;CH;82,10;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;10,00;1;1;CH;82,10;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;10,00;3;3;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;10,00;5;5;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;10,00;3;3;NL;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;10,00;5;5;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;10,00;7;7;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;10,00;5;5;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;10,00;5;5;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;10,00;8;8;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;10,00;8;8;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;10,00;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;10,00;4;4;AT;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;10,00;34;34;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;10,00;10;10;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;10,11;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;10,11;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;10,22;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;10,27;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;10,33;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;10,36;4;4;NL;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;10,40;10;10;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;10,40;5;5;AT;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;10,43;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;10,43;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;10,50;9;9;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;10,54;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;10,60;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;10,80;5;5;AT;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;11,00;15;15;FR;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;11,03;3;3;NL;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;11,20;2;2;AT;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;11,37;1;1;BE;57,53;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;11,50;10;10;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;11,60;5;5;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;11,60;9;9;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;11,66;7;7;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;11,92;5;5;AT;13,60;INDIVISIBLE
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;12,40;2;2;AT;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;12,50;8;8;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;12,50;1;1;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;12,50;8;8;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;12,70;8;8;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;13,33;7;7;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;13,50;5;5;DE;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;13,60;4;3;AT;13,60;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;27,26;1;1;BE;57,53;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;40,00;3;3;CH;82,10;INDIVISIBLE
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;40,00;1;1;BE;57,53;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;41,08;1;1;BE;57,53;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;42,16;1;1;BE;57,53;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;43,24;1;1;BE;57,53;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;44,32;1;1;BE;57,53;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;45,40;1;1;BE;57,53;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;46,48;1;1;BE;57,53;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;47,56;1;1;BE;57,53;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;48,64;1;1;BE;57,53;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;49,72;1;1;BE;57,53;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;50,80;1;1;BE;57,53;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;51,88;1;1;BE;57,53;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;52,96;1;1;BE;57,53;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;54,04;1;1;BE;57,53;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;54,05;1;1;BE;57,53;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;55,12;1;1;BE;57,53;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;56,00;2;2;CH;82,10;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;56,20;1;1;BE;57,53;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;57,28;1;1;BE;57,53;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;57,53;1;1;BE;57,53;
01/03/2025;01/03/2025;FCR;NEGPOS_00_04;82,10;11;11;CH;82,10;INDIVISIBLE
01/03/2025;01/03/2025;FCR;NEGPOS_04_08;0,00;2;2;DE;17,70;
01/03/2025;01/03/2025;FCR;NEGPOS_04_08;0,00;1;1;DE;17,70;
01/03/2025;01/03/2025;FCR;NEGPOS_04_08;0,00;1;1;DE;17,70;
01/03/2025;01/03/2025;FCR;NEGPOS_04_08;0,00;4;4;DE;17,70;
01/03/2025;01/03/2025;FCR;NEGPOS_04_08;0,00;1;1;DE;17,70;
01/03/2025;01/03/2025;FCR;NEGPOS_04_08;0,00;8;8;DE;17,70;
01/03/2025;01/03/2025;FCR;NEGPOS_04_08;0,00;1;1;NL;24,00;
01/03/2025;01/03/2025;FCR;NEGPOS_04_08;0,00;1;1;NL;24,00;
01/03/2025;01/03/2025;FCR;NEGPOS_04_08;0,00;1;1;NL;24,00;
01/03/2025;01/03/2025;FCR;NEGPOS_04_08;0,00;1;1;BE;54,96;
01/03/2025;01/03/2025;FCR;NEGPOS_04_08;0,00;3;3;FR;24,00;
01/03/2025;01/03/2025;FCR;NEGPOS_04_08;0,00;62;62;FR;24,00;
01/03/2025;01/03/2025;FCR;NEGPOS_04_08;0,00;2;2;FR;24,00;
